"RIGHT","LEFT","SCUTE.REMOVED","PIT.TAG/CWT/FLOY","STOCKING.LOCATION","HATCHERY","FEMALE","MALE","STOCK.DATE","SPAWN.DATE","YEAR.CLASS","NUMBERS.STOCKED","AGE.AT.STOCKING","YEARLING.EQUIVALENTS","RPMA"
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","470468383C","1F4A13453F",2010-04-15,2009-06-24,2009,30,"Yearling",30,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","220F01755C","43105C602B",2010-04-15,2009-06-24,2009,40,"Yearling",40,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","454B490528","435F71414F",2010-04-15,2009-06-24,2009,19,"Yearling",19,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","454B490528","44440A7B73",2010-04-15,2009-06-24,2009,38,"Yearling",38,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","7F7FD66963","465B6F1939",2010-04-15,2009-06-24,2009,56,"Yearling",56,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","470468383C","47037F3026",2010-04-15,2009-06-24,2009,40,"Yearling",40,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","115557165A","470A754E14",2010-04-15,2009-06-24,2009,25,"Yearling",25,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","470468383C","7F7B023408",2010-04-15,2009-06-24,2009,38,"Yearling",38,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","220F01755C","4704550E5B",2010-04-15,2009-06-24,2009,40,"Yearling",40,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","4315327C7B","7F7B082C10",2010-04-15,2009-06-24,2009,38,"Yearling",38,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","115557165A","7F7D365422",2010-04-15,2009-06-24,2009,33,"Yearling",33,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","220F01755C","7F7D37642C",2010-04-15,2009-06-24,2009,39,"Yearling",39,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Garrison","115557165A","7F7F06697C",2010-04-15,2009-06-24,2009,31,"Yearling",31,2
"Green","Orange",NA,NA,"Culbertson","Gavins Point","7F7FD66963","115525534A",2010-04-22,2009-06-24,2009,93,"Yearling",93,2
NA,NA,"5th Left","PIT Tag","Culbertson","Gavins Point","115557165A","115679523A",2010-04-22,2009-06-24,2009,15,"Yearling",15,2
NA,NA,"5th Left","PIT Tag","Culbertson","Gavins Point","4722243715","1F48472D25",2010-04-22,2009-06-24,2009,3,"Yearling",3,2
NA,NA,"5th Left","PIT Tag","Culbertson","Gavins Point","1F4848153C","1F4A555072",2010-04-22,2009-06-24,2009,119,"Yearling",119,2
"Green","Orange",NA,NA,"Culbertson","Gavins Point","7F7FD66963","220E4E4E5D",2010-04-22,2009-06-24,2009,28,"Yearling",28,2
NA,NA,"5th Left","PIT Tag","Culbertson","Gavins Point","1F4848153C","424E680B49",2010-04-22,2009-06-24,2009,33,"Yearling",33,2
"Green","Orange",NA,NA,"Culbertson","Gavins Point","7F7FD66963","465B6F1939",2010-04-22,2009-06-24,2009,2,"Yearling",2,2
NA,NA,"5th Left","PIT Tag","Culbertson","Gavins Point","470468383C","47037F3026",2010-04-22,2009-06-24,2009,7,"Yearling",7,2
"Green","Orange",NA,NA,"Culbertson","Gavins Point","220F01755C","4704550E5B",2010-04-22,2009-06-24,2009,5,"Yearling",5,2
"Green","Orange",NA,NA,"Culbertson","Gavins Point","115557165A","7F7D365422",2010-04-22,2009-06-24,2009,18,"Yearling",18,2
"Green","Orange",NA,NA,"Culbertson","Gavins Point","220F01755C","7F7D37642C",2010-04-22,2009-06-24,2009,63,"Yearling",63,2
NA,NA,"5th Left","PIT Tag","Culbertson","Gavins Point","115557165A","7F7F06697C",2010-04-22,2009-06-24,2009,92,"Yearling",92,2
"Green","Brown",NA,NA,"Forsyth","Gavins Point","7F7FD66963","115525534A",2010-04-22,2009-06-24,2009,133,"Yearling",133,2
NA,NA,"5th Left","PIT Tag","Forsyth","Gavins Point","115557165A","115679523A",2010-04-22,2009-06-24,2009,30,"Yearling",30,2
NA,NA,"5th Left","PIT Tag","Forsyth","Gavins Point","4722243715","1F48472D25",2010-04-22,2009-06-24,2009,6,"Yearling",6,2
NA,NA,"5th Left","PIT Tag","Forsyth","Gavins Point","1F4848153C","1F4A555072",2010-04-22,2009-06-24,2009,173,"Yearling",173,2
"Green","Brown",NA,NA,"Forsyth","Gavins Point","7F7FD66963","220E4E4E5D",2010-04-22,2009-06-24,2009,41,"Yearling",41,2
NA,NA,"5th Left","PIT Tag","Forsyth","Gavins Point","1F4848153C","424E680B49",2010-04-22,2009-06-24,2009,49,"Yearling",49,2
"Green","Brown",NA,NA,"Forsyth","Gavins Point","7F7FD66963","465B6F1939",2010-04-22,2009-06-24,2009,2,"Yearling",2,2
NA,NA,"5th Left","PIT Tag","Forsyth","Gavins Point","470468383C","47037F3026",2010-04-22,2009-06-24,2009,10,"Yearling",10,2
"Green","Brown",NA,NA,"Forsyth","Gavins Point","220F01755C","4704550E5B",2010-04-22,2009-06-24,2009,7,"Yearling",7,2
"Green","Brown",NA,NA,"Forsyth","Gavins Point","115557165A","7F7D365422",2010-04-22,2009-06-24,2009,22,"Yearling",22,2
"Green","Brown",NA,NA,"Forsyth","Gavins Point","220F01755C","7F7D37642C",2010-04-22,2009-06-24,2009,56,"Yearling",56,2
NA,NA,"5th Left","PIT Tag","Forsyth","Gavins Point","115557165A","7F7F06697C",2010-04-22,2009-06-24,2009,144,"Yearling",144,2
"Green","Yellow",NA,NA,"Intake","Gavins Point","7F7FD66963","115525534A",2010-04-22,2009-06-24,2009,146,"Yearling",146,2
NA,NA,"5th Left","PIT Tag","Intake","Gavins Point","115557165A","115679523A",2010-04-22,2009-06-24,2009,23,"Yearling",23,2
NA,NA,"5th Left","PIT Tag","Intake","Gavins Point","4722243715","1F48472D25",2010-04-22,2009-06-24,2009,9,"Yearling",9,2
NA,NA,"5th Left","PIT Tag","Intake","Gavins Point","1F4848153C","1F4A555072",2010-04-22,2009-06-24,2009,170,"Yearling",170,2
"Green","Yellow",NA,NA,"Intake","Gavins Point","7F7FD66963","220E4E4E5D",2010-04-22,2009-06-24,2009,41,"Yearling",41,2
NA,NA,"5th Left","PIT Tag","Intake","Gavins Point","1F4848153C","424E680B49",2010-04-22,2009-06-24,2009,51,"Yearling",51,2
"Green","Yellow",NA,NA,"Intake","Gavins Point","7F7FD66963","465B6F1939",2010-04-22,2009-06-24,2009,2,"Yearling",2,2
NA,NA,"5th Left","PIT Tag","Intake","Gavins Point","470468383C","47037F3026",2010-04-22,2009-06-24,2009,10,"Yearling",10,2
"Green","Yellow",NA,NA,"Intake","Gavins Point","220F01755C","4704550E5B",2010-04-22,2009-06-24,2009,5,"Yearling",5,2
"Green","Yellow",NA,NA,"Intake","Gavins Point","115557165A","7F7D365422",2010-04-22,2009-06-24,2009,27,"Yearling",27,2
"Green","Yellow",NA,NA,"Intake","Gavins Point","220F01755C","7F7D37642C",2010-04-22,2009-06-24,2009,94,"Yearling",94,2
NA,NA,"5th Left","PIT Tag","Intake","Gavins Point","115557165A","7F7F06697C",2010-04-22,2009-06-24,2009,143,"Yearling",143,2
"Green","Blue",NA,NA,"School Trust Ramp","Gavins Point","7F7FD66963","115525534A",2010-04-22,2009-06-24,2009,102,"Yearling",102,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Gavins Point","115557165A","115679523A",2010-04-22,2009-06-24,2009,15,"Yearling",15,2
"Green","Blue",NA,NA,"School Trust Ramp","Gavins Point","1F4848153C","1F4A555072",2010-04-22,2009-06-24,2009,6,"Yearling",6,2
"Green","Blue",NA,NA,"School Trust Ramp","Gavins Point","7F7FD66963","220E4E4E5D",2010-04-22,2009-06-24,2009,28,"Yearling",28,2
"Green","Blue",NA,NA,"School Trust Ramp","Gavins Point","7F7FD66963","465B6F1939",2010-04-22,2009-06-24,2009,11,"Yearling",11,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Gavins Point","470468383C","47037F3026",2010-04-22,2009-06-24,2009,7,"Yearling",7,2
"Green","Blue",NA,NA,"School Trust Ramp","Gavins Point","220F01755C","4704550E5B",2010-04-22,2009-06-24,2009,10,"Yearling",10,2
"Green","Blue",NA,NA,"School Trust Ramp","Gavins Point","115557165A","7F7D365422",2010-04-22,2009-06-24,2009,18,"Yearling",18,2
"Green","Blue",NA,NA,"School Trust Ramp","Gavins Point","220F01755C","7F7D37642C",2010-04-22,2009-06-24,2009,63,"Yearling",63,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Gavins Point","115557165A","7F7F06697C",2010-04-22,2009-06-24,2009,107,"Yearling",107,2
"Green","Pink",NA,NA,"Wolf Point","Gavins Point","7F7FD66963","115525534A",2010-04-22,2009-06-24,2009,104,"Yearling",104,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Gavins Point","115557165A","115679523A",2010-04-22,2009-06-24,2009,15,"Yearling",15,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Gavins Point","4722243715","1F48472D25",2010-04-22,2009-06-24,2009,5,"Yearling",5,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Gavins Point","1F4848153C","1F4A555072",2010-04-22,2009-06-24,2009,115,"Yearling",115,2
"Green","Pink",NA,NA,"Wolf Point","Gavins Point","7F7FD66963","220E4E4E5D",2010-04-22,2009-06-24,2009,28,"Yearling",28,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Gavins Point","1F4848153C","424E680B49",2010-04-22,2009-06-24,2009,34,"Yearling",34,2
"Green","Pink",NA,NA,"Wolf Point","Gavins Point","7F7FD66963","465B6F1939",2010-04-22,2009-06-24,2009,2,"Yearling",2,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Gavins Point","470468383C","47037F3026",2010-04-22,2009-06-24,2009,7,"Yearling",7,2
"Green","Pink",NA,NA,"Wolf Point","Gavins Point","220F01755C","4704550E5B",2010-04-22,2009-06-24,2009,5,"Yearling",5,2
"Green","Pink",NA,NA,"Wolf Point","Gavins Point","115557165A","7F7D365422",2010-04-22,2009-06-24,2009,18,"Yearling",18,2
"Green","Pink",NA,NA,"Wolf Point","Gavins Point","220F01755C","7F7D37642C",2010-04-22,2009-06-24,2009,63,"Yearling",63,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Gavins Point","115557165A","7F7F06697C",2010-04-22,2009-06-24,2009,90,"Yearling",90,2
NA,NA,"5th Left","PIT Tag","Culbertson","Bozeman","454B490528","1F477B3A65",2010-04-23,2009-06-24,2009,60,"Yearling",60,2
NA,NA,"5th Left","PIT Tag","Culbertson","Bozeman","220F01755C","43105C602B",2010-04-23,2009-06-24,2009,20,"Yearling",20,2
NA,NA,"5th Left","PIT Tag","Culbertson","Bozeman","454B490528","435F71414F",2010-04-23,2009-06-24,2009,35,"Yearling",35,2
NA,NA,"5th Left","PIT Tag","Culbertson","Bozeman","220F01755C","4704550E5B",2010-04-23,2009-06-24,2009,10,"Yearling",10,2
NA,NA,"5th Left","PIT Tag","Culbertson","Bozeman","220F01755C","7F7D37642C",2010-04-23,2009-06-24,2009,99,"Yearling",99,2
NA,NA,"5th Left","PIT Tag","Fallon","Bozeman","454B490528","1F477B3A65",2010-04-23,2009-06-24,2009,16,"Yearling",16,2
NA,NA,"5th Left","PIT Tag","Fallon","Bozeman","220F01755C","43105C602B",2010-04-23,2009-06-24,2009,16,"Yearling",16,2
NA,NA,"5th Left","PIT Tag","Fallon","Bozeman","454B490528","435F71414F",2010-04-23,2009-06-24,2009,18,"Yearling",18,2
NA,NA,"5th Left","PIT Tag","Fallon","Bozeman","220F01755C","4704550E5B",2010-04-23,2009-06-24,2009,7,"Yearling",7,2
NA,NA,"5th Left","PIT Tag","Fallon","Bozeman","220F01755C","7F7D37642C",2010-04-23,2009-06-24,2009,74,"Yearling",74,2
NA,NA,"5th Left","PIT Tag","Forsyth","Bozeman","454B490528","1F477B3A65",2010-04-23,2009-06-24,2009,15,"Yearling",15,2
NA,NA,"5th Left","PIT Tag","Forsyth","Bozeman","220F01755C","43105C602B",2010-04-23,2009-06-24,2009,14,"Yearling",14,2
NA,NA,"5th Left","PIT Tag","Forsyth","Bozeman","454B490528","435F71414F",2010-04-23,2009-06-24,2009,51,"Yearling",51,2
NA,NA,"5th Left","PIT Tag","Forsyth","Bozeman","220F01755C","4704550E5B",2010-04-23,2009-06-24,2009,6,"Yearling",6,2
NA,NA,"5th Left","PIT Tag","Forsyth","Bozeman","220F01755C","7F7D37642C",2010-04-23,2009-06-24,2009,51,"Yearling",51,2
NA,NA,"5th Left","PIT Tag","Intake","Bozeman","454B490528","1F477B3A65",2010-04-23,2009-06-24,2009,24,"Yearling",24,2
NA,NA,"5th Left","PIT Tag","Intake","Bozeman","220F01755C","43105C602B",2010-04-23,2009-06-24,2009,30,"Yearling",30,2
NA,NA,"5th Left","PIT Tag","Intake","Bozeman","454B490528","435F71414F",2010-04-23,2009-06-24,2009,38,"Yearling",38,2
NA,NA,"5th Left","PIT Tag","Intake","Bozeman","454B490528","44440A7B73",2010-04-23,2009-06-24,2009,19,"Yearling",19,2
NA,NA,"5th Left","PIT Tag","Intake","Bozeman","220F01755C","4704550E5B",2010-04-23,2009-06-24,2009,7,"Yearling",7,2
NA,NA,"5th Left","PIT Tag","Intake","Bozeman","220F01755C","7F7D37642C",2010-04-23,2009-06-24,2009,112,"Yearling",112,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Bozeman","454B490528","1F477B3A65",2010-04-23,2009-06-24,2009,20,"Yearling",20,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Gavins Point","4722243715","1F48472D25",2010-04-23,2009-06-24,2009,6,"Yearling",6,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Gavins Point","1F4848153C","1F4A555072",2010-04-23,2009-06-24,2009,110,"Yearling",110,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Gavins Point","1F4848153C","424E680B49",2010-04-23,2009-06-24,2009,34,"Yearling",34,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Bozeman","220F01755C","43105C602B",2010-04-23,2009-06-24,2009,20,"Yearling",20,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Bozeman","454B490528","435F71414F",2010-04-23,2009-06-24,2009,50,"Yearling",50,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Bozeman","454B490528","44440A7B73",2010-04-23,2009-06-24,2009,20,"Yearling",20,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Bozeman","220F01755C","4704550E5B",2010-04-23,2009-06-24,2009,14,"Yearling",14,2
NA,NA,"5th Left","PIT Tag","School Trust Ramp","Bozeman","220F01755C","7F7D37642C",2010-04-23,2009-06-24,2009,102,"Yearling",102,2
NA,NA,"5th Left","PIT Tag","Sidney","Bozeman","454B490528","1F477B3A65",2010-04-23,2009-06-24,2009,19,"Yearling",19,2
NA,NA,"5th Left","PIT Tag","Sidney","Bozeman","220F01755C","43105C602B",2010-04-23,2009-06-24,2009,37,"Yearling",37,2
NA,NA,"5th Left","PIT Tag","Sidney","Bozeman","454B490528","435F71414F",2010-04-23,2009-06-24,2009,8,"Yearling",8,2
NA,NA,"5th Left","PIT Tag","Sidney","Bozeman","220F01755C","4704550E5B",2010-04-23,2009-06-24,2009,3,"Yearling",3,2
NA,NA,"5th Left","PIT Tag","Sidney","Bozeman","220F01755C","7F7D37642C",2010-04-23,2009-06-24,2009,30,"Yearling",30,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Bozeman","454B490528","1F477B3A65",2010-04-23,2009-06-24,2009,20,"Yearling",20,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Bozeman","220F01755C","43105C602B",2010-04-23,2009-06-24,2009,20,"Yearling",20,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Bozeman","454B490528","435F71414F",2010-04-23,2009-06-24,2009,25,"Yearling",25,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Bozeman","220F01755C","4704550E5B",2010-04-23,2009-06-24,2009,15,"Yearling",15,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Bozeman","220F01755C","7F7D37642C",2010-04-23,2009-06-24,2009,98,"Yearling",98,2
"Green","Yellow",NA,NA,"Intake","Fort Peck","220F01755C","43105C602B",2010-06-04,2009-06-24,2009,104,"Yearling",104,2
"Green","Yellow",NA,NA,"Intake","Fort Peck","220F01755C","4704550E5B",2010-06-04,2009-06-24,2009,22,"Yearling",22,2
"Green","Yellow",NA,NA,"Intake","Fort Peck","220F01755C","7F7D37642C",2010-06-04,2009-06-24,2009,690,"Yearling",690,2
"Green","Pink",NA,NA,"Wolf Point","Fort Peck","220F01755C","43105C602B",2010-06-04,2009-06-24,2009,54,"Yearling",54,2
"Green","Pink",NA,NA,"Wolf Point","Fort Peck","220F01755C","4704550E5B",2010-06-04,2009-06-24,2009,22,"Yearling",22,2
"Green","Pink",NA,NA,"Wolf Point","Fort Peck","220F01755C","7F7D37642C",2010-06-04,2009-06-24,2009,782,"Yearling",782,2
NA,NA,"5th Left","PIT Tag","Culbertson","Miles City","Mix","Mix",2010-08-03,2009-06-24,2009,384,"Yearling",384,2
NA,NA,"5th Left","PIT Tag","Fallon","Miles City","Mix","Mix",2010-08-03,2009-06-24,2009,268,"Yearling",268,2
NA,NA,"5th Left","PIT Tag","Forsyth","Miles City","Mix","Mix",2010-08-03,2009-06-24,2009,268,"Yearling",268,2
NA,NA,"5th Left","PIT Tag","Intake","Miles City","Mix","Mix",2010-08-03,2009-06-24,2009,541,"Yearling",541,2
NA,NA,"5th Left","PIT Tag","Wolf Point","Miles City","Mix","Mix",2010-08-03,2009-06-24,2009,425,"Yearling",425,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","114476216A","116167123A",2010-09-21,2004-07-08,2004,16,"6 Yr Old",16,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","114476216A","1F4A27214F",2010-09-21,2004-07-08,2004,12,"6 Yr Old",12,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","132211792A","1F4A312640",2010-09-21,2004-07-08,2004,2,"6 Yr Old",2,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","132211792A","1F4A3E1445",2010-09-21,2004-07-08,2004,9,"6 Yr Old",9,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","454B380D60","1F4A3E1445",2010-09-21,2004-07-08,2004,1,"6 Yr Old",1,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","114476216A","220F107A6F",2010-09-21,2004-07-08,2004,3,"6 Yr Old",3,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","115551683A","7F7D437250",2010-09-21,2004-07-08,2004,17,"6 Yr Old",17,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","1F5330401E","Mix",2010-09-21,2004-07-08,2004,5,"6 Yr Old",5,2
"Pink","H-Orange",NA,NA,"Culbertson","Miles City","6C00024873","116165646A",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Orange",NA,NA,"Culbertson","Miles City","1F5569653E","132313521A",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Orange",NA,NA,"Culbertson","Gavins Point","43105F0C7E","1F4A143350",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Orange",NA,NA,"Culbertson","Miles City","6C00024873","1F4A24076C",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Orange",NA,NA,"Culbertson","Garrison","1F5569653E","1F4A33194B",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Orange",NA,NA,"Culbertson","Gavins Point","43105F0C7E","44436E2975",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Orange",NA,NA,"Culbertson","Garrison","43105F0C7E","4704550E5B",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Orange",NA,NA,"Culbertson","Gavins Point","1F5569653E","7F7D24754C",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Black",NA,NA,"Fallon","Miles City","6C00024873","116165646A",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Black",NA,NA,"Fallon","Miles City","1F5569653E","132313521A",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Black",NA,NA,"Fallon","Gavins Point","43105F0C7E","1F4A143350",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Black",NA,NA,"Fallon","Miles City","6C00024873","1F4A24076C",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Black",NA,NA,"Fallon","Garrison","1F5569653E","1F4A33194B",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Black",NA,NA,"Fallon","Gavins Point","43105F0C7E","44436E2975",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Black",NA,NA,"Fallon","Garrison","43105F0C7E","4704550E5B",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Black",NA,NA,"Fallon","Gavins Point","1F5569653E","7F7D24754C",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Yellow",NA,NA,"Intake","Miles City","6C00024873","116165646A",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Yellow",NA,NA,"Intake","Miles City","1F5569653E","132313521A",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Yellow",NA,NA,"Intake","Gavins Point","43105F0C7E","1F4A143350",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Yellow",NA,NA,"Intake","Miles City","6C00024873","1F4A24076C",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Yellow",NA,NA,"Intake","Garrison","1F5569653E","1F4A33194B",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Yellow",NA,NA,"Intake","Gavins Point","43105F0C7E","44436E2975",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Yellow",NA,NA,"Intake","Garrison","43105F0C7E","4704550E5B",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Yellow",NA,NA,"Intake","Gavins Point","1F5569653E","7F7D24754C",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Pink",NA,NA,"Wolf Point","Miles City","6C00024873","116165646A",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Pink",NA,NA,"Wolf Point","Miles City","1F5569653E","132313521A",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Pink",NA,NA,"Wolf Point","Gavins Point","43105F0C7E","1F4A143350",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Pink",NA,NA,"Wolf Point","Miles City","6C00024873","1F4A24076C",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Pink",NA,NA,"Wolf Point","Garrison","1F5569653E","1F4A33194B",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Pink",NA,NA,"Wolf Point","Gavins Point","43105F0C7E","44436E2975",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Pink",NA,NA,"Wolf Point","Garrison","43105F0C7E","4704550E5B",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
"Pink","H-Pink",NA,NA,"Wolf Point","Gavins Point","1F5569653E","7F7D24754C",2010-10-07,2010-06-24,2010,125,"Fingerling",31,2
NA,NA,"5th Right","PIT Tag","Culbertson","Garrison","6C00024873","116165646A",2011-05-05,2010-06-24,2010,66,"Yearling",66,2
NA,NA,"5th Right","PIT Tag","Culbertson","Garrison","1F5569653E","132313521A",2011-05-05,2010-06-24,2010,62,"Yearling",62,2
NA,NA,"5th Right","PIT Tag","Culbertson","Garrison","43105F0C7E","1F4A143350",2011-05-05,2010-06-24,2010,131,"Yearling",131,2
NA,NA,"5th Right","PIT Tag","Culbertson","Garrison","6C00024873","1F4A24076C",2011-05-05,2010-06-24,2010,65,"Yearling",65,2
"Pink","Orange",NA,NA,"Culbertson","Garrison","6C00024873","1F4A24076C",2011-05-05,2010-06-24,2010,9,"Yearling",9,2
NA,NA,"5th Right","PIT Tag","Culbertson","Garrison","1F5569653E","1F4A33194B",2011-05-05,2010-06-24,2010,114,"Yearling",114,2
"Pink","Orange",NA,NA,"Culbertson","Garrison","1F5569653E","1F4A33194B",2011-05-05,2010-06-24,2010,21,"Yearling",21,2
NA,NA,"5th Right","PIT Tag","Culbertson","Garrison","43105F0C7E","44436E2975",2011-05-05,2010-06-24,2010,37,"Yearling",37,2
"Pink","Orange",NA,NA,"Culbertson","Garrison","43105F0C7E","44436E2975",2011-05-05,2010-06-24,2010,20,"Yearling",20,2
NA,NA,"5th Right","PIT Tag","Culbertson","Garrison","43105F0C7E","4704550E5B",2011-05-05,2010-06-24,2010,140,"Yearling",140,2
NA,NA,"5th Right","PIT Tag","Culbertson","Garrison","1F5569653E","7F7D24754C",2011-05-05,2010-06-24,2010,130,"Yearling",130,2
NA,NA,"5th Right","PIT Tag","Fallon","Garrison","6C00024873","116165646A",2011-05-05,2010-06-24,2010,44,"Yearling",44,2
NA,NA,"5th Right","PIT Tag","Fallon","Garrison","1F5569653E","132313521A",2011-05-05,2010-06-24,2010,14,"Yearling",14,2
"Pink","Black",NA,NA,"Fallon","Garrison","1F5569653E","132313521A",2011-05-05,2010-06-24,2010,25,"Yearling",25,2
NA,NA,"5th Right","PIT Tag","Fallon","Garrison","43105F0C7E","1F4A143350",2011-05-05,2010-06-24,2010,86,"Yearling",86,2
NA,NA,"5th Right","PIT Tag","Fallon","Garrison","6C00024873","1F4A24076C",2011-05-05,2010-06-24,2010,10,"Yearling",10,2
"Pink","Black",NA,NA,"Fallon","Garrison","6C00024873","1F4A24076C",2011-05-05,2010-06-24,2010,46,"Yearling",46,2
NA,NA,"5th Right","PIT Tag","Fallon","Garrison","1F5569653E","1F4A33194B",2011-05-05,2010-06-24,2010,90,"Yearling",90,2
NA,NA,"5th Right","PIT Tag","Fallon","Garrison","43105F0C7E","44436E2975",2011-05-05,2010-06-24,2010,39,"Yearling",39,2
NA,NA,"5th Right","PIT Tag","Fallon","Garrison","43105F0C7E","4704550E5B",2011-05-05,2010-06-24,2010,91,"Yearling",91,2
NA,NA,"5th Right","PIT Tag","Fallon","Garrison","1F5569653E","7F7D24754C",2011-05-05,2010-06-24,2010,86,"Yearling",86,2
NA,NA,"5th Right","PIT Tag","Forsyth","Garrison","6C00024873","116165646A",2011-05-05,2010-06-24,2010,43,"Yearling",43,2
"Pink","Brown",NA,NA,"Forsyth","Garrison","6C00024873","116165646A",2011-05-05,2010-06-24,2010,12,"Yearling",12,2
NA,NA,"5th Right","PIT Tag","Forsyth","Garrison","1F5569653E","132313521A",2011-05-05,2010-06-24,2010,39,"Yearling",39,2
"Pink","Brown",NA,NA,"Forsyth","Garrison","1F5569653E","132313521A",2011-05-05,2010-06-24,2010,1,"Yearling",1,2
NA,NA,"5th Right","PIT Tag","Forsyth","Garrison","43105F0C7E","1F4A143350",2011-05-05,2010-06-24,2010,67,"Yearling",67,2
NA,NA,"5th Right","PIT Tag","Forsyth","Garrison","6C00024873","1F4A24076C",2011-05-05,2010-06-24,2010,17,"Yearling",17,2
"Pink","Brown",NA,NA,"Forsyth","Garrison","6C00024873","1F4A24076C",2011-05-05,2010-06-24,2010,23,"Yearling",23,2
NA,NA,"5th Right","PIT Tag","Forsyth","Garrison","1F5569653E","1F4A33194B",2011-05-05,2010-06-24,2010,86,"Yearling",86,2
